"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"LK3KH9GL","journalArticle","2021","Nolden, Sophie; Brod, Garvin; Meyer, Ann-Kristin; Fandakova, Yana; Shing, Yee Lee","Neural Correlates of Successful Memory Encoding in Kindergarten and Early Elementary School Children: Longitudinal Trends and Effects of Schooling","Cerebral Cortex","","1047-3211, 1460-2199","10.1093/cercor/bhab046","https://academic.oup.com/cercor/article/31/8/3764/6248485","From age five to seven, there are remarkable improvements in children’s cognitive abilities (“5-7 shift”). In many countries, including Germany, formal schooling begins in this age range. It is, thus, unclear to what extent exposure to formal schooling contributes to the “5-7 shift”. In this longitudinal study, we investigated if schooling acts as a catalyst of maturation. We tested 5-year-old children who were born close to the official cutoff date for school entry and who were still attending a play-oriented kindergarten. One year later, the children were tested again. Some of the children had experienced their first year of schooling whereas the others had remained in kindergarten. Using two fMRI tasks that assessed episodic memory formation (i.e., subsequent memory effect), we found that children relied strongly on the medial temporal lobe (MTL) at both time points but not on the prefrontal cortex (PFC). In contrast, older children and adults typically show subsequent memory effects in both MTL and PFC. Both children groups improved in their memory performance, but there were no longitudinal changes nor group differences in neural activation. We conclude that successful memory formation in this age group relies more heavily on the MTL than in older age groups.","2021-07-05","2022-03-23 12:06:08","2022-03-23 12:06:09","2022-03-23 12:06:08","3764-3779","","8","31","","","Neural Correlates of Successful Memory Encoding in Kindergarten and Early Elementary School Children","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\uyenn\Zotero\storage\SM5GVTUS\Nolden et al. - 2021 - Neural Correlates of Successful Memory Encoding in.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43EGWV2K","journalArticle","2014","Nuttall, Amy K.; Valentino, Kristin; Comas, Michelle; McNeill, Anne T.; Stey, Paul C.","Autobiographical memory specificity among preschool-aged children.","Developmental Psychology","","1939-0599, 0012-1649","10.1037/a0036988","http://doi.apa.org/getdoi.cfm?doi=10.1037/a0036988","Overgeneral memory refers to difficulty retrieving specific autobiographical memories and is consistently associated with depression and/or trauma. The present study developed a downward extension of the Autobiographical Memory Test (AMT; Williams & Broadbent, 1986) given the need to document normative developmental changes in ability to retrieve specific memories among preschoolers. Confirmatory factor analysis and item response theory demonstrated that the AMT-Preschool Version maintained the same underlying 1-factor structure as the original. Additionally, the present study determined that child age was associated with increased specificity. Inhibitory control was evaluated as a potential mediator. Although age was related to inhibition, inhibition was unrelated to memory specificity. This finding adds to research suggesting that behavioral inhibition is unrelated to overgeneral memory among youth.","2014","2022-03-23 12:06:12","2022-03-23 12:06:13","2022-03-23 12:06:12","1963-1972","","7","50","","Developmental Psychology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\uyenn\Zotero\storage\JRRNRE97\Nuttall et al. - 2014 - Autobiographical memory specificity among preschoo.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9BIMF8NF","journalArticle","2007","Ofen, Noa; Kao, Yun-Ching; Sokol-Hessner, Peter; Kim, Heesoo; Whitfield-Gabrieli, Susan; Gabrieli, John D E","Development of the declarative memory system in the human brain","Nature Neuroscience","","1097-6256, 1546-1726","10.1038/nn1950","http://www.nature.com/articles/nn1950","","2007-09","2022-03-23 12:06:18","2022-03-23 12:06:18","2022-03-23 12:06:18","1198-1205","","9","10","","Nat Neurosci","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\uyenn\Zotero\storage\K37AYETV\Ofen et al. - 2007 - Development of the declarative memory system in th.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LU7ZMSJP","journalArticle","1992","Ornstein, Peter A.; Gordon, Betty N.; Larus, Deanna M.","Children's memory for a personally experienced event: Implications for testimony","Applied Cognitive Psychology","","08884080, 10990720","10.1002/acp.2350060103","https://onlinelibrary.wiley.com/doi/10.1002/acp.2350060103","This study was prompted by an interest in children’s abilities to testify in legal settings. Based on the fundamental premise that children cannot provide accurate testimony about events that cannot be remembered, this investigation focused on 3- and 6-year-olds’ memory of a salient, personally experienced event. The event selected was that of a visit to the doctor for a physical examination. Children at both ages remembered most of the features of the check-up at an immediate memory test, although the older children performed somewhat better than younger children. In addition, the performance of the 3-year-olds decreased over delay intervals of 1 and 3 weeks, whereas that of the 6-year-olds remained constant over this period. Moreover, at all assessment points the older children provided more information in response to open-ended general questions than did the younger children. Both groups of children were quite good at giving accurate responses to misleading questions, although the 3-year-olds performed below the level of 6-year-olds. The need for further controlled studies of children’s memory capabilities is discussed.","1992-01","2022-03-23 12:06:27","2022-03-23 12:06:27","2022-03-23 12:06:27","49-60","","1","6","","Appl. Cognit. Psychol.","Children's memory for a personally experienced event","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\uyenn\Zotero\storage\MWNKBP3C\Ornstein et al. - 1992 - Children's memory for a personally experienced eve.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZJSMVNDM","journalArticle","2014","Otgaar, Henry; Howe, Mark L.; Peters, Maarten; Smeets, Tom; Moritz, Steffen","The production of spontaneous false memories across childhood","Journal of Experimental Child Psychology","","00220965","10.1016/j.jecp.2013.11.019","https://linkinghub.elsevier.com/retrieve/pii/S0022096513002567","Abstract We found evidence that the usual developmental trends in children’s spontaneous false memories were eliminated using novel stimuli containing obvious themes. That is, children created more false memories than adults when scenes had to be remembered. In Experiment 1, 7/8-year-olds had higher false memory rates than adults when using visual scenes. Experiment 2 showed that gist cuing could not account for this effect. In Experiment 3, children and adults received visual scenes and story contexts in which these scenes were embedded. For both types of stimuli, we found that children had the highest false memory rates. Our results indicate that the underlying theme of these scenes is easily identified resulting in our developmental false memory trend.","2014-05","2022-03-23 12:06:39","2022-03-23 12:06:40","2022-03-23 12:06:39","28-41","","","121","","Journal of Experimental Child Psychology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\uyenn\Zotero\storage\ED23XXNN\Otgaar et al. - 2014 - The production of spontaneous false memories acros.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RK4MSNDA","journalArticle","2017","Otgaar, Henry; Howe, Mark L.; Brackmann, Nathalie; van Helvoort, Daniël H. J.","Eliminating age differences in children’s and adults’ suggestibility and memory conformity effects.","Developmental Psychology","","1939-0599, 0012-1649","10.1037/dev0000298","http://doi.apa.org/getdoi.cfm?doi=10.1037/dev0000298","We examined whether typical developmental trends in suggestion-induced false memories (i.e., agerelated decrease) could be changed. Using theoretical principles from the spontaneous false memory field, we adapted 2 often-used false memory procedures: misinformation (Experiment 1) and memory conformity (Experiment 2). In Experiment 1, 7- to 9-year-old children (n ϭ 33) and adults (n ϭ 39) received stories containing associatively related details. They then listened to misinformation in the form of short narratives preserving the meaning of the story. Children and adults were equally susceptible to the misinformation effect. In Experiment 2, younger (7- to 8-year-olds, n ϭ 30) and older (11- to 12-year-olds, n ϭ 30) children and adults (n ϭ 30) viewed pictures containing associatively related details. They viewed these pictures in pairs. Although the pictures differed, participants believed they had viewed the same pictures. Participants had to report what they could recollect during collaborative and individual recall tests. Children and adults were equally susceptible to memory conformity effects. When correcting for response bias, adults’ false memory scores were even higher than children’s. Our results show that age trends in suggestion-induced false memories are not developmentally invariant.","2017","2022-03-23 12:06:46","2022-03-23 12:06:47","2022-03-23 12:06:46","962-970","","5","53","","Developmental Psychology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\uyenn\Zotero\storage\5LX6LHDM\Otgaar et al. - 2017 - Eliminating age differences in children’s and adul.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y9SMVHIX","journalArticle","2019","Ouwehand, Kim; Dijkstra, Katinka; Gog, Tamara; Paas, Fred","Effects of Pointing Gestures on Memory for (In)Congruent Stimuli in Children and Young Adults","Mind, Brain, and Education","","1751-2271, 1751-228X","10.1111/mbe.12194","https://onlinelibrary.wiley.com/doi/10.1111/mbe.12194","We investigated whether ﬁnger pointing toward picture locations can be used as an external cognitive control tool to guide attention and compensate for the immature cognitive control functions in children compared with young adults. Item and source memory performance was compared for picture-location pairs that were either semantically congruent (e.g., a cloud presented at the upper half of the screen) or incongruent (e.g., a cloud presented at the lower part of the screen). Contrary to our expectations, pointing had an adverse eﬀect on source memory compared to visual observation only, in both age groups. As expected, superior source memory performance was found for congruent compared to incongruent picture-locations pairs in both age groups. These ﬁndings suggest that pointing toward pictures compared to only viewing may hamper memory, and that congruent picture locations are easier to remember than incongruent ones.","2019-05","2022-03-23 12:06:51","2022-03-23 12:06:51","2022-03-23 12:06:51","92-99","","2","13","","Mind, Brain, and Education","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\uyenn\Zotero\storage\5LLWBNI4\Ouwehand et al. - 2019 - Effects of Pointing Gestures on Memory for (In)Con.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GPNBKJ2P","journalArticle","1979","Owings, Richard A.; Baumeister, Alfred A.","Levels of processing, encoding strategies, and memory development","Journal of Experimental Child Psychology","","00220965","10.1016/0022-0965(79)90105-X","https://linkinghub.elsevier.com/retrieve/pii/002209657990105X","","1979-08","2022-03-23 12:06:54","2022-03-23 12:06:55","2022-03-23 12:06:54","100-118","","1","28","","Journal of Experimental Child Psychology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\uyenn\Zotero\storage\AD44VDQF\Owings and Baumeister - 1979 - Levels of processing, encoding strategies, and mem.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RJFA4S8B","journalArticle","1976","Paris, Scott G; Lindauer, Barbara K","The role of inference in children's comprehension and memory for sentences","Cognitive Psychology","","00100285","10.1016/0010-0285(76)90024-4","https://linkinghub.elsevier.com/retrieve/pii/0010028576900244","","1976-04","2022-03-23 12:06:58","2022-03-23 12:06:58","2022-03-23 12:06:58","217-227","","2","8","","Cognitive Psychology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\uyenn\Zotero\storage\YH5CF8AQ\Paris and Lindauer - 1976 - The role of inference in children's comprehension .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SH7X8YW5","journalArticle","2011","Pathman, Thanujeni; Samson, Zoe; Dugas, Kevin; Cabeza, Roberto; Bauer, Patricia J.","A “snapshot” of declarative memory: Differing developmental trajectories in episodic and autobiographical memory","Memory","","0965-8211, 1464-0686","10.1080/09658211.2011.613839","http://www.tandfonline.com/doi/abs/10.1080/09658211.2011.613839","","2011-11","2022-03-23 12:07:02","2022-03-23 12:07:02","2022-03-23 12:07:02","825-835","","8","19","","Memory","A “snapshot” of declarative memory","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\uyenn\Zotero\storage\2ZE5M5JL\Pathman et al. - 2011 - A “snapshot” of declarative memory Differing deve.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YUN2MTBJ","journalArticle","2013","Pathman, Thanujeni; Larkina, Marina; Burch, Melissa M.; Bauer, Patricia J.","Young Children's Memory for the Times of Personal Past Events","Journal of Cognition and Development","","1524-8372, 1532-7647","10.1080/15248372.2011.641185","http://www.tandfonline.com/doi/abs/10.1080/15248372.2011.641185","","2013-01","2022-03-23 12:07:06","2022-03-23 12:07:06","2022-03-23 12:07:06","120-140","","1","14","","Journal of Cognition and Development","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\uyenn\Zotero\storage\88EZGM9Y\Pathman et al. - 2013 - Young Children's Memory for the Times of Personal .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78VIFSS7","journalArticle","2013","Pathman, Thanujeni; Doydum, Ayzit; Bauer, Patricia J.","Bringing order to life events: Memory for the temporal order of autobiographical events over an extended period in school-aged children and adults","Journal of Experimental Child Psychology","","00220965","10.1016/j.jecp.2013.01.011","https://linkinghub.elsevier.com/retrieve/pii/S0022096513000398","Remembering temporal information associated with personal past events is critical. Yet little is known about the development of temporal order memory for naturally occurring events. In the current research, 8- to 10-year-old children and adults took photographs daily for 4 weeks. Later, they participated in a primacy/recency task (were shown 2 of their photographs and decided which event occurred ﬁrst) and an ordering task (ordered 12 photographs taken over the 4-week period). All participants showed above-chance performance in primacy/recency; adults were more accurate than children. For ordering, children and adults showed similar patterns and performance was relatively low. This study has implications for autobiographical memory theories and suggests that ordering accuracy might not be necessary for adult-like autobiographical memory. Practical and legal implications of the ﬁndings also are discussed.","2013-06","2022-03-23 12:07:10","2022-03-23 12:07:10","2022-03-23 12:07:10","309-325","","2","115","","Journal of Experimental Child Psychology","Bringing order to life events","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\uyenn\Zotero\storage\WAEEM68Z\Pathman et al. - 2013 - Bringing order to life events Memory for the temp.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7RVGJ88C","journalArticle","2014","Pathman, Thanujeni; Ghetti, Simona","The Eyes Know Time: A Novel Paradigm to Reveal the Development of Temporal Memory","Child Development","","00093920","10.1111/cdev.12152","https://onlinelibrary.wiley.com/doi/10.1111/cdev.12152","","2014-03","2022-03-23 12:07:14","2022-03-23 12:07:14","2022-03-23 12:07:14","792-807","","2","85","","Child Dev","The Eyes Know Time","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\uyenn\Zotero\storage\NJ45KWFL\Pathman and Ghetti - 2014 - The Eyes Know Time A Novel Paradigm to Reveal the.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NK73Z6PD","journalArticle","2018","Pathman, Thanujeni; Coughlin, Christine; Ghetti, Simona","Space and time in episodic memory: Effects of linearity and directionality on memory for spatial location and temporal order in children and adults","PLOS ONE","","1932-6203","10.1371/journal.pone.0206999","https://dx.plos.org/10.1371/journal.pone.0206999","","2018-11-08","2022-03-23 12:07:18","2022-03-23 12:07:18","2022-03-23 12:07:18","e0206999","","11","13","","PLoS ONE","Space and time in episodic memory","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\uyenn\Zotero\storage\HZJSNJCK\Pathman et al. - 2018 - Space and time in episodic memory Effects of line.pdf","","","","Prado, Jérôme","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XV2PBWJY","journalArticle","2013","Paulus, Markus; Proust, Joelle; Sodian, Beate","Examining implicit metacognition in 3.5-year-old children: an eye-tracking and pupillometric study","Frontiers in Psychology","","1664-1078","10.3389/fpsyg.2013.00145","http://journal.frontiersin.org/article/10.3389/fpsyg.2013.00145/abstract","The current study examined early signs of implicit metacognitive monitoring in 3.5-year-old children. During a learning phase children had to learn paired associates. In the test phase, children performed a recognition task and choose the correct associate for a given target among four possible answers. Subsequently, children’s explicit conﬁdence judgments (CJs) and their ﬁxation time allocation at the conﬁdence scale were assessed. Analyses showed that explicit CJs did not differ for remembered compared to non-remembered items. In contrast, children’s ﬁxation patterns on the conﬁdence scale were affected by the correctness of their memory, as children looked longer to high conﬁdence ratings when they correctly remembered the associated item. Moreover, analyses of pupil size revealed pupil dilations for correctly remembered, but not incorrectly remembered items. The results converge with recent behavioral ﬁndings that reported evidence for implicit metacognitive memory monitoring processes in 3.5-year-old children. The study suggests that implicit metacognitive abilities might precede the development of explicit metacognitive knowledge.","2013","2022-03-23 12:07:26","2022-03-23 12:07:26","2022-03-23 12:07:26","","","","4","","Front. Psychol.","Examining implicit metacognition in 3.5-year-old children","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\uyenn\Zotero\storage\YJH396MV\Paulus et al. - 2013 - Examining implicit metacognition in 3.5-year-old c.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"63DUJNZC","journalArticle","2008","Paz-Alonso, Pedro M.; Ghetti, Simona; Donohue, Sarah E.; Goodman, Gail S.; Bunge, Silvia A.","Neurodevelopmental Correlates of True and False Recognition","Cerebral Cortex","","1460-2199, 1047-3211","10.1093/cercor/bhm246","https://academic.oup.com/cercor/article-lookup/doi/10.1093/cercor/bhm246","","2008-09","2022-03-23 12:07:31","2022-03-23 12:07:31","2022-03-23 12:07:31","2208-2216","","9","18","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\uyenn\Zotero\storage\SDAYZA87\Paz-Alonso et al. - 2008 - Neurodevelopmental Correlates of True and False Re.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8DGSFYGH","journalArticle","2009","Paz-Alonso, Pedro","Memory suppression is an active process that improves over childhood","Frontiers in Human Neuroscience","","16625161","10.3389/neuro.09.024.2009","http://journal.frontiersin.org/article/10.3389/neuro.09.024.2009/abstract","We all have memories that we prefer not to think about. The ability to suppress retrieval of unwanted memories has been documented in behavioral and neuroimaging research using the Think/No-Think (TNT) paradigm with adults. Attempts to stop memory retrieval are associated with increased activation of lateral prefrontal cortex (PFC) and concomitant reduced activation in medial temporal lobe (MTL) structures. However, the extent to which children have the ability to actively suppress their memories is unknown.This study investigated memory suppression in middle childhood using the TNT paradigm. Forty children aged 8–12 and 30 young adults were instructed either to remember (Think) or suppress (No-Think) the memory of the second word of previously studied word-pairs, when presented with the ﬁrst member as a reminder. They then performed two different cued recall tasks, testing their memory for the second word in each pair after the TNT phase using the same ﬁrst studied word within the pair as a cue (intra-list cue) and also an independent cue (extra-list cue). Children exhibited age-related improvements in memory suppression from age 8 to 12 in both memory tests, against a backdrop of overall improvements in declarative memory over this age range. These ﬁndings suggest that memory suppression is an active process that develops during late childhood, likely due to an age-related reﬁnement in the ability to engage PFC to down-regulate activity in areas involved in episodic retrieval.","2009","2022-03-23 12:07:34","2022-03-23 12:07:35","2022-03-23 12:07:34","","","","3","","Front. Hum. Neurosci.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\uyenn\Zotero\storage\BEHXVP63\Paz-Alonso - 2009 - Memory suppression is an active process that impro.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KTE28WKB","journalArticle","2013","Paz-Alonso, Pedro M.; Gallego, Pamela; Ghetti, Simona","Age Differences in Hippocampus-Cortex Connectivity during True and False Memory Retrieval","Journal of the International Neuropsychological Society","","1355-6177, 1469-7661","10.1017/S1355617713001069","https://www.cambridge.org/core/product/identifier/S1355617713001069/type/journal_article","Abstract                            The present functional magnetic resonance imaging (fMRI) study investigated developmental differences in functional connectivity associated with true and false memory retrieval. A sample of 8- to 9-year-olds and adults (               N               = 31) was assessed with the Deese/Roediger-McDermott (DRM) paradigm, known to induce high levels of false recognition of lures that are semantically associated with studied items. The strength of semantic association among list items was manipulated. Relative to children, adults correctly recognized more studied items and falsely recognized more critical lures. High-association lists resulted in higher recognition of both studied items and critical lures. Functional connectivity analysis revealed that, overall, true recognition was supported by coupling within two hippocampal-temporal and fronto-parietal set of regions; in contrast, coupling among more distributed hippocampal-temporal-parietal-frontal regions was observed during false recognition. Critically, adults, compared to children, exhibited stronger hippocampal/parietal coupling and stronger hippocampal/dorsolateral prefrontal cortex (PFC) coupling for veridical recognition of high-associative strength items. In contrast, children, compared to adults, exhibited stronger hippocampus/ventrolateral PFC coupling and stronger bilateral middle-temporal gyrus/ventrolateral PFC coupling for high-associative strength critical lures. Our results underscored a role for the anterior hippocampus in true and false recognition, showing different functional patterns as a function of age and association strength. (               JINS               , 2013,               19               , 1–11)","2013-11","2022-03-23 12:07:42","2022-03-23 12:07:42","2022-03-23 12:07:42","1031-1041","","10","19","","J Int Neuropsychol Soc","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\uyenn\Zotero\storage\D3GIXY9X\Paz-Alonso et al. - 2013 - Age Differences in Hippocampus-Cortex Connectivity.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XYMB9U2Q","journalArticle","2003","Pentland, Linda M; Anderson, Vicki A; Dye, Sherelle; Wood, Stephen J","The Nine Box Maze Test: A measure of spatial memory development in children","Brain and Cognition","","02782626","10.1016/S0278-2626(03)00079-4","https://linkinghub.elsevier.com/retrieve/pii/S0278262603000794","This study investigates the development of visuo-spatial memory in school-aged children, as measured by the Nine Box Maze Test Child Version (NBMT-CV). This task, originally developed for adults by Abrahams, Pickering, Polkey, and Morris (1997), utilises an allocentric framework to assess the complexities of spatial memory. Sixty children participated in this study (aged 5–12 years), which also involved administration of traditional Ônon-verbalÕ memory tests. Results indicate that visuo-spatial memory develops across childhood and that the NBMT-CV taps distinct skills compared to other Ônon-verbalÕ memory tasks. The theoretical, assessment and developmental issues raised by these ﬁndings are discussed.","2003-07","2022-03-23 12:07:45","2022-03-23 12:07:46","2022-03-23 12:07:45","144-154","","2","52","","Brain and Cognition","The Nine Box Maze Test","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\uyenn\Zotero\storage\MHLVWMSG\Pentland et al. - 2003 - The Nine Box Maze Test A measure of spatial memor.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ILG8ZT3","journalArticle","1998","Perez, Lori A.; Peynircioğlu, Zehra F.; Blaxton, Teresa A.","Developmental Differences in Implicit and Explicit Memory Performance","Journal of Experimental Child Psychology","","00220965","10.1006/jecp.1998.2449","https://linkinghub.elsevier.com/retrieve/pii/S0022096598924493","","1998-09","2022-03-23 12:07:48","2022-03-23 12:07:48","2022-03-23 12:07:48","167-185","","3","70","","Journal of Experimental Child Psychology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\uyenn\Zotero\storage\DNA7BXIG\Perez et al. - 1998 - Developmental Differences in Implicit and Explicit.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6JUSB5XM","journalArticle","1995","Perruchet, Pierre; Frazier, Nicole; Lautrey, Jacques","Conceptual implicit memory: A developmental study","Psychological Research","","0340-0727, 1430-2772","10.1007/BF00431283","http://link.springer.com/10.1007/BF00431283","The widely accepted standpoint that implicit memory emerges earlier in development than explicit memory, and is more stable from childhood to adult age, is based on experimental data essentially collected in perceptual tasks. The present study was aimed at investigating whether these findings still hold when a more conceptual task is used. We compared the performance of children at two age levels (2nd and 4th grades) on a category-exemplar generation task. Results showed that performances of the two groups were comparable when the target items were typical of their categories, as in Experiment 2, and for a subset of the items in Experiment 1. However, the older children outperformed the younger children in Experiment 1 when the items selected were atypical of their categories. Interpretations of these findings are discussed.","1995-04","2022-03-23 12:07:57","2022-03-23 12:07:58","2022-03-23 12:07:57","220-228","","3-4","57","","Psychol. Res","Conceptual implicit memory","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\uyenn\Zotero\storage\CUAKBGVN\Perruchet et al. - 1995 - Conceptual implicit memory A developmental study.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2FV6URTG","journalArticle","2005","Peterson, Carole; Grant, Valerie; Boland, Lesley","Childhood amnesia in children and adolescents: Their earliest memories","Memory","","0965-8211, 1464-0686","10.1080/09658210444000278","http://www.tandfonline.com/doi/abs/10.1080/09658210444000278","","2005-08","2022-03-23 12:08:01","2022-03-23 12:08:01","2022-03-23 12:08:01","622-637","","6","13","","Memory","Childhood amnesia in children and adolescents","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\uyenn\Zotero\storage\J3PGTJLT\Peterson et al. - 2005 - Childhood amnesia in children and adolescents The.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIHT8JZZ","journalArticle","2012","Picard, Laurence; Cousin, Sidonie; Guillery-Girard, Bérengère; Eustache, Francis; Piolino, Pascale","How Do the Different Components of Episodic Memory Develop? Role of Executive Functions and Short-Term Feature-Binding Abilities","Child Development","","00093920","10.1111/j.1467-8624.2012.01736.x","https://onlinelibrary.wiley.com/doi/10.1111/j.1467-8624.2012.01736.x","","2012-05","2022-03-23 12:08:05","2022-06-02 13:04:22","2022-03-23 12:08:05","1037-1050","","3","83","","","How Do the Different Components of Episodic Memory Develop?","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\uyenn\Zotero\storage\IM5FX2Q4\Picard et al. - 2012 - How Do the Different Components of Episodic Memory.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPUWT8QJ","journalArticle","1996","Pierce, Sarah H.; Lange, Garrett","The Experiential Facilitation of Memory Development in the Home Environment","The Journal of Genetic Psychology","","0022-1325, 1940-0896","10.1080/00221325.1996.9914870","http://www.tandfonline.com/doi/abs/10.1080/00221325.1996.9914870","","1996-09","2022-03-23 12:08:26","2022-03-23 12:08:26","2022-03-23 12:08:26","331-347","","3","157","","The Journal of Genetic Psychology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\uyenn\Zotero\storage\XK4MNBLH\Pierce and Lange - 1996 - The Experiential Facilitation of Memory Developmen.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R6R5TNFH","journalArticle","2007","Piolino, P.; Hisland, M.; Ruffeveille, I.; Matuszewski, V.; Jambaqué, I.; Eustache, F.","Do school-age children remember or know the personal past?","Consciousness and Cognition","","10538100","10.1016/j.concog.2005.09.010","https://linkinghub.elsevier.com/retrieve/pii/S1053810005001261","The aim of this study was to examine developmental diﬀerences in autobiographical memory using a novel test that assesses its semantic and episodic subcomponents. Forty-two children aged 7–13 years were asked to recall semantic information and episodic events from three diﬀerent time periods (current school year, last school year, and previous school years). For the recalls of all events, sense of remembering or sense of just knowing was measured via the Remember/Know paradigm. Age-related diﬀerences were observed for episodic autobiographical memory whereas semantic autobiographical memory was characterized by a relative developmental invariance. The increase with age was also found in the number of ‘‘Remember’’ responses and their justiﬁcation in terms of the actual contextual information retrieved—factual, spatial, and, more especially, temporal details. These ﬁndings highlight developmental diﬀerences between the episodic and semantic subcomponents of autobiographical memory and support the view that mental ‘time travel’ through subjective time, which allows one to re-experience the past through self-awareness, is the last feature of autobiographical memory to become fully operational.","2007-03","2022-03-23 12:08:30","2022-03-23 12:08:30","2022-03-23 12:08:29","84-101","","1","16","","Consciousness and Cognition","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\uyenn\Zotero\storage\9QPX6CUZ\Piolino et al. - 2007 - Do school-age children remember or know the person.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
