Contrast,Similarity
1 vs. 1,0.720965309
1 vs. 1,0.721073045
1 vs. 1,0.605688429
1 vs. 1,0.676470588
1 vs. 1,0.459276018
1 vs. 1,0.503582202
1 vs. 1,0.516402715
1 vs. 1,0.507352941
1 vs. 1,0.605957768
1 vs. 1,0.490573152
1 vs. 1,0.600678733
1 vs. 1,0.607088989
1 vs. 1,0.600678733
1 vs. 1,0.562217195
1 vs. 1,0.83785822
1 vs. 1,0.599547511
1 vs. 1,0.604826546
1 vs. 1,0.567307692
1 vs. 1,0.471638655
1 vs. 1,0.471638655
1 vs. 1,0.663865546
1 vs. 1,0.459276018
1 vs. 1,0.606711916
1 vs. 1,0.613122172
1 vs. 1,0.67081448
1 vs. 1,0.536199095
1 vs. 1,0.530165913
1 vs. 1,0.614738203
1 vs. 1,0.614738203
1 vs. 1,0.614738203
1 vs. 1,0.45620915
1 vs. 1,0.45620915
1 vs. 1,0.45620915
1 vs. 1,0.455163399
1 vs. 1,0.559103641
1 vs. 1,0.511764706
1 vs. 1,0.760633484
1 vs. 1,0.599019608
1 vs. 1,0.599019608
1 vs. 1,0.675942685
1 vs. 1,0.675942685
1 vs. 1,0.530769231
1 vs. 1,0.530769231
1 vs. 1,0.755656109
1 vs. 1,0.677300151
1 vs. 1,0.509238311
1 vs. 1,0.490950226
1 vs. 1,0.604072398
1 vs. 1,0.604072398
1 vs. 1,0.629101641
1 vs. 1,0.519482152
1 vs. 1,0.596405229
1 vs. 1,0.655462185
1 vs. 1,0.602262443
1 vs. 1,0.559290383
1 vs. 1,0.651587302
1 vs. 1,0.60678733
1 vs. 1,0.529864253
1 vs. 1,0.573044602
1 vs. 1,0.496121526
1 vs. 1,0.604395604
1 vs. 1,0.640917906
1 vs. 1,0.682503771
1 vs. 1,0.490196078
1 vs. 1,0.605580694
1 vs. 1,0.680429864
1 vs. 1,0.58645766
1 vs. 1,0.682611506
1 vs. 1,0.605042017
1 vs. 1,0.444381599
1 vs. 1,0.439811822
1 vs. 1,0.481397687
1 vs. 1,0.530417295
1 vs. 1,0.453494218
1 vs. 1,0.453494218
1 vs. 1,0.489630468
1 vs. 1,0.485796883
1 vs. 1,0.516968326
1 vs. 1,0.593891403
1 vs. 1,0.705279035
1 vs. 1,0.455128205
1 vs. 1,0.557880845
1 vs. 1,0.510746606
1 vs. 1,0.516465561
1 vs. 1,0.553571429
1 vs. 1,0.553571429
1 vs. 1,0.482142857
1 vs. 1,0.482142857
1 vs. 1,0.560116354
1 vs. 1,0.59653092
1 vs. 1,0.482894556
1 vs. 1,0.587481146
1 vs. 1,0.410067873
1 vs. 1,0.449472097
1 vs. 1,0.487933635
1 vs. 1,0.556535948
1 vs. 1,0.623202614
1 vs. 1,0.486802413
1 vs. 1,0.486802413
1 vs. 1,0.371848739
1 vs. 1,0.443277311
1 vs. 1,0.471638655
1 vs. 1,0.471638655
1 vs. 1,0.471638655
1 vs. 1,0.471638655
1 vs. 1,0.629201681
1 vs. 1,0.522058824
1 vs. 1,0.594834087
1 vs. 1,0.548642534
1 vs. 1,0.446644042
1 vs. 1,0.493086978
1 vs. 1,0.562217195
1 vs. 1,0.562217195
1 vs. 1,0.513574661
1 vs. 1,0.476190476
1 vs. 1,0.476190476
1 vs. 1,0.519230769
1 vs. 1,0.587696617
1 vs. 1,0.562055591
1 vs. 1,0.56057423
1 vs. 1,0.596288515
1 vs. 1,0.454298643
1 vs. 1,0.56162465
1 vs. 1,0.478641457
1 vs. 1,0.436651584
1 vs. 1,0.481523379
1 vs. 1,0.569004525
1 vs. 1,0.569004525
1 vs. 1,0.499407455
1 vs. 1,0.486425339
1 vs. 1,0.544620412
1 vs. 1,0.417366947
1 vs. 1,0.488795518
1 vs. 1,0.557907778
1 vs. 1,0.634830855
1 vs. 1,0.494720965
1 vs. 1,0.63612368
1 vs. 1,0.512820513
1 vs. 1,0.490546218
1 vs. 1,0.677978884
1 vs. 1,0.639517345
1 vs. 1,0.594645551
1 vs. 1,0.680995475
1 vs. 1,0.642533937
1 vs. 1,0.597662142
1 vs. 1,0.685726039
1 vs. 1,0.531879885
1 vs. 1,0.528657617
1 vs. 1,0.485485103
1 vs. 1,0.590052105
1 vs. 1,0.628513643
1 vs. 1,0.592383107
1 vs. 1,0.60678733
1 vs. 1,0.529864253
1 vs. 1,0.49601379
1 vs. 1,0.457552252
1 vs. 1,0.457552252
1 vs. 1,0.782051282
1 vs. 1,0.553167421
1 vs. 1,0.612368024
1 vs. 1,0.532051282
1 vs. 1,0.52413273
1 vs. 1,0.687028658
1 vs. 1,0.53525641
1 vs. 1,0.603129713
1 vs. 1,0.603129713
1 vs. 1,0.603129713
1 vs. 1,0.67081448
1 vs. 1,0.50678733
1 vs. 1,0.642533937
1 vs. 1,0.527149321
1 vs. 1,0.391981793
1 vs. 1,0.438321482
1 vs. 1,0.556139122
1 vs. 1,0.529411765
1 vs. 1,0.792824822
1 vs. 1,0.554901961
1 vs. 1,0.510718954
1 vs. 1,0.64738203
1 vs. 1,0.531997414
1 vs. 1,0.492269985
1 vs. 1,0.640056022
1 vs. 1,0.750484809
1 vs. 1,0.678086619
1 vs. 1,0.638574661
1 vs. 1,0.578808446
1 vs. 1,0.47775264
1 vs. 1,0.600301659
1 vs. 1,0.717948718
1 vs. 1,0.525641026
1 vs. 1,0.639517345
1 vs. 1,0.759426848
1 vs. 1,0.454751131
1 vs. 1,0.399213532
1 vs. 1,0.554096639
1 vs. 1,0.482668067
1 vs. 1,0.683257919
1 vs. 1,0.527310924
1 vs. 1,0.516214178
1 vs. 1,0.67760181
1 vs. 1,0.67760181
1 vs. 1,0.600678733
1 vs. 1,0.715309201
1 vs. 1,0.753770739
1 vs. 1,0.641025641
1 vs. 1,0.607466063
1 vs. 1,0.438914027
1 vs. 1,0.497737557
1 vs. 1,0.552941176
1 vs. 1,0.777048319
1 vs. 1,0.625
1 vs. 1,0.398349577
1 vs. 1,0.367559524
1 vs. 1,0.256448413
1 vs. 1,0.367559524
1 vs. 1,0.256448413
1 vs. 1,0.414291101
1 vs. 1,0.414291101
1 vs. 1,0.374894958
1 vs. 1,0.443800277
1 vs. 1,0.399617539
1 vs. 1,0.248680241
1 vs. 1,0.440987934
1 vs. 1,0.408936652
1 vs. 1,0.408936652
1 vs. 1,0.408936652
1 vs. 1,0.305415361
1 vs. 1,0.35502855
1 vs. 1,0.37412465
1 vs. 1,0.429356654
1 vs. 1,0.240674672
1 vs. 1,0.425034807
1 vs. 1,0.450675832
1 vs. 1,0.380656109
1 vs. 1,0.347002262
1 vs. 1,0.347271601
1 vs. 1,0.368816955
1 vs. 1,0.665791317
1 vs. 1,0.700764921
1 vs. 1,0.265346908
1 vs. 1,0.450205082
1 vs. 1,0.43879085
1 vs. 1,0.43879085
1 vs. 1,0.429729584
1 vs. 1,0.345494865
1 vs. 1,0.345494865
1 vs. 1,0.475620722
1 vs. 1,0.475620722
1 vs. 1,0.475620722
1 vs. 1,0.475620722
1 vs. 1,0.398697645
1 vs. 1,0.398697645
1 vs. 1,0.510629252
1 vs. 1,0.510629252
1 vs. 1,0.510629252
1 vs. 1,0.510629252
1 vs. 1,0.390651261
1 vs. 1,0.497387417
1 vs. 1,0.399886878
1 vs. 1,0.318641954
1 vs. 1,0.442525235
1 vs. 1,0.404063696
1 vs. 1,0.380946165
1 vs. 1,0.380946165
1 vs. 1,0.380946165
1 vs. 1,0.396957304
1 vs. 1,0.396957304
1 vs. 1,0.290951797
1 vs. 1,0.334868563
1 vs. 1,0.532616893
1 vs. 1,0.317846369
1 vs. 1,0.360247432
1 vs. 1,0.381154385
1 vs. 1,0.381154385
1 vs. 1,0.381154385
1 vs. 1,0.355218123
1 vs. 1,0.436703955
1 vs. 1,0.475796569
1 vs. 1,0.421110752
1 vs. 1,0.497624434
1 vs. 1,0.347415593
1 vs. 1,0.347415593
1 vs. 1,0.340802297
1 vs. 1,0.340802297
1 vs. 1,0.271035337
1 vs. 1,0.264625081
1 vs. 1,0.271035337
1 vs. 1,0.271035337
1 vs. 1,0.373909179
1 vs. 1,0.434416074
1 vs. 1,0.292656486
1 vs. 1,0.264878708
1 vs. 1,0.476548904
1 vs. 1,0.398971127
1 vs. 1,0.406943547
1 vs. 1,0.394123034
1 vs. 1,0.475470744
1 vs. 1,0.426572108
1 vs. 1,0.381700313
1 vs. 1,0.393552036
1 vs. 1,0.38714178
1 vs. 1,0.454125817
1 vs. 1,0.481903595
1 vs. 1,0.412782805
1 vs. 1,0.367835596
1 vs. 1,0.38248761
1 vs. 1,0.384426848
1 vs. 1,0.371592868
1 vs. 1,0.413259535
1 vs. 1,0.460820226
1 vs. 1,0.318641954
1 vs. 1,0.401975287
1 vs. 1,0.395565031
1 vs. 1,0.318641954
1 vs. 1,0.318641954
1 vs. 1,0.313442685
1 vs. 1,0.245569382
1 vs. 1,0.245569382
1 vs. 1,0.245569382
1 vs. 1,0.395915033
1 vs. 1,0.395915033
1 vs. 1,0.395915033
1 vs. 1,0.348295985
1 vs. 1,0.37317427
1 vs. 1,0.3557818
1 vs. 1,0.246870287
1 vs. 1,0.271412411
1 vs. 1,0.329104719
1 vs. 1,0.252181642
1 vs. 1,0.431668821
1 vs. 1,0.399045713
1 vs. 1,0.399045713
1 vs. 1,0.43697479
1 vs. 1,0.411104827
1 vs. 1,0.432934712
1 vs. 1,0.430748927
1 vs. 1,0.429660005
1 vs. 1,0.422250261
1 vs. 1,0.398365115
1 vs. 1,0.479072398
1 vs. 1,0.479072398
1 vs. 1,0.211299648
1 vs. 1,0.459996499
1 vs. 1,0.424288946
1 vs. 1,0.215045249
1 vs. 1,0.411104827
1 vs. 1,0.488027903
1 vs. 1,0.387617473
1 vs. 1,0.387617473
1 vs. 1,0.391330201
1 vs. 1,0.38790753
1 vs. 1,0.3350571
1 vs. 1,0.446311858
1 vs. 1,0.411980177
1 vs. 1,0.416333101
1 vs. 1,0.448995209
1 vs. 1,0.42976444
1 vs. 1,0.393126481
1 vs. 1,0.632891618
1 vs. 1,0.634451019
1 vs. 1,0.675249587
1 vs. 1,0.458569005
1 vs. 1,0.406485671
1 vs. 1,0.406485671
1 vs. 1,0.690257353
1 vs. 1,0.549949723
1 vs. 1,0.40673222
1 vs. 1,0.40673222
1 vs. 1,0.259857789
1 vs. 1,0.653802645
1 vs. 1,0.608234714
1 vs. 1,0.681952663
1 vs. 1,0.703569633
1 vs. 1,0.360980931
1 vs. 1,0.360980931
1 vs. 1,0.432409502
1 vs. 1,0.432409502
1 vs. 1,0.513244721
1 vs. 1,0.51844071
1 vs. 1,0.585253268
1 vs. 1,0.420592103
1 vs. 1,0.351352079
1 vs. 1,0.37816162
1 vs. 1,0.496751363
1 vs. 1,0.424669013
1 vs. 1,0.424669013
1 vs. 1,0.523378582
1 vs. 1,0.523378582
1 vs. 1,0.53056992
1 vs. 1,0.466467356
1 vs. 1,0.407307154
1 vs. 1,0.389450011
1 vs. 1,0.438638473
1 vs. 1,0.419407704
1 vs. 1,0.416053922
1 vs. 1,0.410101541
1 vs. 1,0.468219438
1 vs. 1,0.634803922
1 vs. 1,0.706056387
1 vs. 1,0.653594771
1 vs. 1,0.640365762
1 vs. 1,0.480109351
1 vs. 1,0.701115061
1 vs. 1,0.398122711
1 vs. 1,0.380265568
1 vs. 1,0.411460146
1 vs. 1,0.374332869
1 vs. 1,0.297409792
1 vs. 1,0.371323529
1 vs. 1,0.371323529
1 vs. 1,0.324396682
1 vs. 1,0.37118886
1 vs. 1,0.458228291
1 vs. 1,0.546568627
1 vs. 1,0.546568627
1 vs. 1,0.509926471
1 vs. 1,0.426593137
1 vs. 1,0.4868892
1 vs. 1,0.401912442
1 vs. 1,0.415931856
1 vs. 1,0.320730363
1 vs. 1,0.39765344
1 vs. 1,0.472392803
1 vs. 1,0.472392803
1 vs. 1,0.259599673
1 vs. 1,0.406587191
1 vs. 1,0.639669625
1 vs. 1,0.446323529
1 vs. 1,0.404498782
1 vs. 1,0.481421859
1 vs. 1,0.641678269
1 vs. 1,0.417029238
1 vs. 1,0.493952315
1 vs. 1,0.654208725
1 vs. 1,0.466628959
1 vs. 1,0.713848039
1 vs. 1,0.390567766
1 vs. 1,0.441601641
1 vs. 1,0.438462885
1 vs. 1,0.404734971
1 vs. 1,0.404759833
1 vs. 1,0.514808007
1 vs. 1,0.514808007
1 vs. 1,0.742411388
1 vs. 1,0.436855832
1 vs. 1,0.506300277
1 vs. 1,0.44625799
1 vs. 1,0.239630468
1 vs. 1,0.394520826
1 vs. 1,0.201183432
1 vs. 1,0.407789718
1 vs. 1,0.371040724
1 vs. 1,0.614432953
1 vs. 1,0.420514754
1 vs. 1,0.420514754
1 vs. 1,0.420514754
1 vs. 1,0.594282979
1 vs. 1,0.697927889
1 vs. 1,0.470689755
1 vs. 1,0.422612832
1 vs. 1,0.308756195
1 vs. 1,0.614789999
1 vs. 1,0.377464447
1 vs. 1,0.765843838
1 vs. 1,0.260601578
1 vs. 1,0.561637155
1 vs. 1,0.359407096
1 vs. 1,0.488093166
1 vs. 1,0.475272653
1 vs. 1,0.774190741
1 vs. 1,0.369316958
1 vs. 1,0.478417008
1 vs. 1,0.456043956
1 vs. 1,0.392084349
1 vs. 1,0.433093553
1 vs. 1,0.54403909
1 vs. 1,0.454925165
1 vs. 1,0.484902541
1 vs. 1,0.435033308
1 vs. 1,0.404498782
1 vs. 1,0.408775048
1 vs. 1,0.360199849
1 vs. 1,0.441365008
1 vs. 1,0.531161774
1 vs. 1,0.505520749
1 vs. 1,0.443533183
1 vs. 1,0.370219242
1 vs. 1,0.260730895
1 vs. 1,0.433587858
1 vs. 1,0.266921192
1 vs. 1,0.454421192
1 vs. 1,0.249869474
1 vs. 1,0.249869474
1 vs. 1,0.382338438
1 vs. 1,0.432239819
1 vs. 1,0.492468996
1 vs. 1,0.374481523
1 vs. 1,0.44805358
1 vs. 1,0.399159664
1 vs. 1,0.462452141
1 vs. 1,0.305059524
1 vs. 1,0.402281746
1 vs. 1,0.277281746
1 vs. 1,0.40922619
1 vs. 1,0.446342383
1 vs. 1,0.356598793
1 vs. 1,0.410609244
1 vs. 1,0.443800277
1 vs. 1,0.515002155
1 vs. 1,0.517911011
1 vs. 1,0.402526395
1 vs. 1,0.370475113
1 vs. 1,0.44739819
1 vs. 1,0.44739819
1 vs. 1,0.574646131
1 vs. 1,0.426457121
1 vs. 1,0.445553221
1 vs. 1,0.36525409
1 vs. 1,0.413751595
1 vs. 1,0.399393781
1 vs. 1,0.399393781
1 vs. 1,0.470399698
1 vs. 1,0.308540724
1 vs. 1,0.347271601
1 vs. 1,0.580355416
1 vs. 1,0.344362745
1 vs. 1,0.380252101
1 vs. 1,0.374321267
1 vs. 1,0.450205082
1 vs. 1,0.53879085
1 vs. 1,0.48879085
1 vs. 1,0.442550097
1 vs. 1,0.445494865
1 vs. 1,0.412161531
1 vs. 1,0.437159183
1 vs. 1,0.437159183
1 vs. 1,0.437159183
1 vs. 1,0.51408226
1 vs. 1,0.475620722
1 vs. 1,0.475620722
1 vs. 1,0.474914966
1 vs. 1,0.474914966
1 vs. 1,0.474914966
1 vs. 1,0.546343537
1 vs. 1,0.497794118
1 vs. 1,0.471746391
1 vs. 1,0.399886878
1 vs. 1,0.357103492
1 vs. 1,0.423294466
1 vs. 1,0.365602158
1 vs. 1,0.496330781
1 vs. 1,0.419407704
1 vs. 1,0.380946165
1 vs. 1,0.473880381
1 vs. 1,0.396957304
1 vs. 1,0.665951797
1 vs. 1,0.507945486
1 vs. 1,0.353129713
1 vs. 1,0.567846369
1 vs. 1,0.460247432
1 vs. 1,0.488297242
1 vs. 1,0.452582956
1 vs. 1,0.452582956
1 vs. 1,0.355218123
1 vs. 1,0.520037288
1 vs. 1,0.496629902
1 vs. 1,0.47880306
1 vs. 1,0.318137255
1 vs. 1,0.360236106
1 vs. 1,0.283313029
1 vs. 1,0.315161272
1 vs. 1,0.315161272
1 vs. 1,0.495394312
1 vs. 1,0.488984055
1 vs. 1,0.437702004
1 vs. 1,0.437702004
1 vs. 1,0.481052036
1 vs. 1,0.267749407
1 vs. 1,0.452378708
1 vs. 1,0.452378708
1 vs. 1,0.412446339
1 vs. 1,0.57204805
1 vs. 1,0.522328162
1 vs. 1,0.509507649
1 vs. 1,0.572692966
1 vs. 1,0.477854159
1 vs. 1,0.477854159
1 vs. 1,0.470475113
1 vs. 1,0.38714178
1 vs. 1,0.468014706
1 vs. 1,0.551348039
1 vs. 1,0.38714178
1 vs. 1,0.52168175
1 vs. 1,0.420949149
1 vs. 1,0.422888386
1 vs. 1,0.478735725
1 vs. 1,0.371592868
1 vs. 1,0.30010594
1 vs. 1,0.587872723
1 vs. 1,0.389154774
1 vs. 1,0.459667595
1 vs. 1,0.395565031
1 vs. 1,0.6647958
1 vs. 1,0.659596531
1 vs. 1,0.44428733
1 vs. 1,0.521210407
1 vs. 1,0.540441176
1 vs. 1,0.429248366
1 vs. 1,0.451470588
1 vs. 1,0.451470588
1 vs. 1,0.381629318
1 vs. 1,0.408888555
1 vs. 1,0.413474108
1 vs. 1,0.381485671
1 vs. 1,0.463720103
1 vs. 1,0.54064318
1 vs. 1,0.386797027
1 vs. 1,0.521412411
1 vs. 1,0.47596879
1 vs. 1,0.540071354
1 vs. 1,0.456205559
1 vs. 1,0.308540724
1 vs. 1,0.548319328
1 vs. 1,0.469210465
1 vs. 1,0.554660005
1 vs. 1,0.358147697
1 vs. 1,0.410269877
1 vs. 1,0.594457014
1 vs. 1,0.555995475
1 vs. 1,0.327966315
1 vs. 1,0.390552054
1 vs. 1,0.360186382
1 vs. 1,0.331711916
1 vs. 1,0.359822775
1 vs. 1,0.436745852
1 vs. 1,0.477361063
1 vs. 1,0.477361063
1 vs. 1,0.455432765
1 vs. 1,0.503292145
1 vs. 1,0.399159664
1 vs. 1,0.515756303
1 vs. 1,0.476082741
1 vs. 1,0.390692076
1 vs. 1,0.423354183
1 vs. 1,0.404123414
1 vs. 1,0.482870071
1 vs. 1,0.312378798
1 vs. 1,0.313938199
1 vs. 1,0.354736767
1 vs. 1,0.38912456
1 vs. 1,0.531485671
1 vs. 1,0.448152338
1 vs. 1,0.377757353
1 vs. 1,0.290975365
1 vs. 1,0.381091194
1 vs. 1,0.381091194
1 vs. 1,0.356011635
1 vs. 1,0.333289825
1 vs. 1,0.300542406
1 vs. 1,0.399901381
1 vs. 1,0.421518351
1 vs. 1,0.468123788
1 vs. 1,0.432409502
1 vs. 1,0.539552359
1 vs. 1,0.503838074
1 vs. 1,0.610466943
1 vs. 1,0.467158658
1 vs. 1,0.689419935
1 vs. 1,0.401361333
1 vs. 1,0.434685413
1 vs. 1,0.455084697
1 vs. 1,0.240341107
1 vs. 1,0.419113457
1 vs. 1,0.352446791
1 vs. 1,0.58107089
1 vs. 1,0.504147813
1 vs. 1,0.645954536
1 vs. 1,0.389544279
1 vs. 1,0.514450011
1 vs. 1,0.443021439
1 vs. 1,0.554023089
1 vs. 1,0.477100012
1 vs. 1,0.427958683
1 vs. 1,0.392244398
1 vs. 1,0.448988668
1 vs. 1,0.384803922
1 vs. 1,0.456056387
1 vs. 1,0.384364002
1 vs. 1,0.345493967
1 vs. 1,0.460878582
1 vs. 1,0.380602241
1 vs. 1,0.505265568
1 vs. 1,0.386217949
1 vs. 1,0.469152454
1 vs. 1,0.316640562
1 vs. 1,0.528179023
1 vs. 1,0.514180672
1 vs. 1,0.389180672
1 vs. 1,0.478242836
1 vs. 1,0.478331717
1 vs. 1,0.458228291
1 vs. 1,0.585030166
1 vs. 1,0.610671192
1 vs. 1,0.384926471
1 vs. 1,0.496037582
1 vs. 1,0.438278089
1 vs. 1,0.466015006
1 vs. 1,0.492854933
1 vs. 1,0.532268825
1 vs. 1,0.474576517
1 vs. 1,0.369828701
1 vs. 1,0.369828701
1 vs. 1,0.42626634
1 vs. 1,0.348894883
1 vs. 1,0.447361933
1 vs. 1,0.482037815
1 vs. 1,0.494242372
1 vs. 1,0.571165448
1 vs. 1,0.462191089
1 vs. 1,0.506772827
1 vs. 1,0.583695904
1 vs. 1,0.474721545
1 vs. 1,0.556372549
1 vs. 1,0.519403595
1 vs. 1,0.505952381
1 vs. 1,0.477315926
1 vs. 1,0.480129552
1 vs. 1,0.366273432
1 vs. 1,0.558605987
1 vs. 1,0.514808007
1 vs. 1,0.639808007
1 vs. 1,0.395189165
1 vs. 1,0.645189165
1 vs. 1,0.520189165
1 vs. 1,0.266770811
1 vs. 1,0.508861237
1 vs. 1,0.509905441
1 vs. 1,0.367850099
1 vs. 1,0.449456385
1 vs. 1,0.447963801
1 vs. 1,0.35161244
1 vs. 1,0.53589937
1 vs. 1,0.458976293
1 vs. 1,0.420514754
1 vs. 1,0.376334262
1 vs. 1,0.351774043
1 vs. 1,0.534792319
1 vs. 1,0.512356422
1 vs. 1,0.558756195
1 vs. 1,0.364789999
1 vs. 1,0.448893019
1 vs. 1,0.418621615
1 vs. 1,0.375986193
1 vs. 1,0.537827631
1 vs. 1,0.39274043
1 vs. 1,0.436811115
1 vs. 1,0.513734192
1 vs. 1,0.479318947
1 vs. 1,0.274078862
1 vs. 1,0.497647777
1 vs. 1,0.456043956
1 vs. 1,0.392084349
1 vs. 1,0.490785861
1 vs. 1,0.60653909
1 vs. 1,0.474155935
1 vs. 1,0.497723054
1 vs. 1,0.539199975
1 vs. 1,0.417319295
1 vs. 1,0.344672484
1 vs. 1,0.568533183
1 vs. 1,0.531108597
1 vs. 1,0.505520749
1 vs. 1,0.48628998
1 vs. 1,0.481994721
1 vs. 1,0.405933527
1 vs. 1,0.552397562
1 vs. 1,0.433587858
1 vs. 1,0.412754525
1 vs. 1,0.454421192
1 vs. 1,0.422946397
1 vs. 1,0.384484859
1 vs. 1,0.497723054
1 vs. 1,0.509162896
1 vs. 1,0.464691218
1 vs. 1,0.346703746
1 vs. 1,0.364720247
1 vs. 1,0.37535014
1 vs. 1,0.660180995
1 vs. 1,0.548642534
1 vs. 1,0.64479638
1 vs. 1,0.54479638
1 vs. 1,0.739441931
1 vs. 1,0.812518854
1 vs. 1,0.661172161
1 vs. 1,0.759049774
1 vs. 1,0.907239819
1 vs. 1,0.559125189
1 vs. 1,0.745022624
1 vs. 1,0.757843137
1 vs. 1,0.68092006
1 vs. 1,0.68092006
1 vs. 1,0.581792717
1 vs. 1,0.79012605
1 vs. 1,0.571778711
1 vs. 1,0.797662142
1 vs. 1,0.527903469
1 vs. 1,0.688687783
1 vs. 1,0.688687783
1 vs. 1,0.747360483
1 vs. 1,0.70260181
1 vs. 1,0.81407563
1 vs. 1,0.730015083
1 vs. 1,0.49719888
1 vs. 1,0.559766214
1 vs. 1,0.692684766
1 vs. 1,0.713235294
1 vs. 1,0.528205128
1 vs. 1,0.622649573
1 vs. 1,0.718137255
1 vs. 1,0.68251634
1 vs. 1,0.810294118
1 vs. 1,0.690368455
1 vs. 1,0.767291532
1 vs. 1,0.767291532
1 vs. 1,0.690368455
1 vs. 1,0.741650506
1 vs. 1,0.89549666
1 vs. 1,0.566026411
1 vs. 1,0.637454982
1 vs. 1,0.637454982
1 vs. 1,0.566026411
1 vs. 1,0.62710084
1 vs. 1,0.550904977
1 vs. 1,0.594494721
1 vs. 1,0.819381599
1 vs. 1,0.607466063
1 vs. 1,0.68438914
1 vs. 1,0.778280543
1 vs. 1,0.752639517
1 vs. 1,0.848793363
1 vs. 1,0.782428356
1 vs. 1,0.859351433
1 vs. 1,0.560170222
1 vs. 1,0.601809955
1 vs. 1,0.657993967
1 vs. 1,0.711915535
1 vs. 1,0.572347914
1 vs. 1,0.608496732
1 vs. 1,0.73627451
1 vs. 1,0.73627451
1 vs. 1,0.70852187
1 vs. 1,0.835999785
1 vs. 1,0.739291101
1 vs. 1,0.826168929
1 vs. 1,0.675339367
1 vs. 1,0.690368455
1 vs. 1,0.690368455
1 vs. 1,0.606334842
1 vs. 1,0.606334842
1 vs. 1,0.55015083
1 vs. 1,0.556561086
1 vs. 1,0.486048265
1 vs. 1,0.505279035
1 vs. 1,0.728781513
1 vs. 1,0.639140271
1 vs. 1,0.494570136
1 vs. 1,0.533031674
1 vs. 1,0.665158371
1 vs. 1,0.763197587
1 vs. 1,0.694785607
1 vs. 1,0.707606119
1 vs. 1,0.676093514
1 vs. 1,0.624057315
1 vs. 1,0.666289593
1 vs. 1,0.673453997
1 vs. 1,0.75678733
1 vs. 1,0.699095023
1 vs. 1,0.699095023
1 vs. 1,0.679864253
1 vs. 1,0.642986425
1 vs. 1,0.754363284
1 vs. 1,0.778280543
1 vs. 1,0.633403361
1 vs. 1,0.663165266
1 vs. 1,0.6232493
1 vs. 1,0.633484163
1 vs. 1,0.909125189
1 vs. 1,0.992458522
1 vs. 1,0.889894419
1 vs. 1,0.787330317
1 vs. 1,0.784529196
1 vs. 1,0.841063348
1 vs. 1,0.764140271
1 vs. 1,0.764140271
1 vs. 1,0.608496732
1 vs. 1,0.619607843
1 vs. 1,0.752941176
1 vs. 1,0.616013072
1 vs. 1,0.731442577
1 vs. 1,0.594699418
1 vs. 1,0.535875889
1 vs. 1,0.656862745
1 vs. 1,0.631221719
1 vs. 1,0.45173454
1 vs. 1,0.785067873
1 vs. 1,0.741650506
1 vs. 1,0.80575307
1 vs. 1,0.722241559
1 vs. 1,0.719268477
1 vs. 1,0.683446456
1 vs. 1,0.831394096
1 vs. 1,0.792156863
1 vs. 1,0.715233786
1 vs. 1,0.730462185
1 vs. 1,0.737556561
1 vs. 1,0.743966817
1 vs. 1,0.461437908
1 vs. 1,0.765352295
1 vs. 1,0.710084034
1 vs. 1,0.457973856
1 vs. 1,0.821832579
1 vs. 1,0.744909502
1 vs. 1,0.674208145
1 vs. 1,0.674208145
1 vs. 1,0.737179487
1 vs. 1,0.901206637
1 vs. 1,0.58785822
1 vs. 1,0.626319759
1 vs. 1,0.664781297
1 vs. 1,0.607843137
1 vs. 1,0.681848242
1 vs. 1,0.781848242
1 vs. 1,0.709653092
1 vs. 1,0.485671192
1 vs. 1,0.482151835
1 vs. 1,0.520613374
1 vs. 1,0.767722474
1 vs. 1,0.639517345
1 vs. 1,0.61387632
1 vs. 1,0.449121956
1 vs. 1,0.469205631
1 vs. 1,0.757164404
1 vs. 1,0.680241327
1 vs. 1,0.455074337
1 vs. 1,0.370986856
1 vs. 1,0.486236802
1 vs. 1,0.580128205
1 vs. 1,0.59263449
1 vs. 1,0.718697479
1 vs. 1,0.855602241
1 vs. 1,0.647268908
1 vs. 1,0.784173669
1 vs. 1,0.573152338
1 vs. 1,0.589366516
1 vs. 1,0.591063348
1 vs. 1,0.58959276
1 vs. 1,0.610859729
1 vs. 1,0.801120448
1 vs. 1,0.557530705
1 vs. 1,0.564705882
1 vs. 1,0.564705882
1 vs. 1,0.56372549
1 vs. 1,0.659879336
1 vs. 1,0.4982493
1 vs. 1,0.619677871
1 vs. 1,0.597689076
1 vs. 1,0.734593838
1 vs. 1,0.597689076
1 vs. 1,0.734593838
1 vs. 1,0.62730092
1 vs. 1,0.680872349
1 vs. 1,0.818708253
1 vs. 1,0.579939668
1 vs. 1,0.560369532
1 vs. 1,0.566239316
1 vs. 1,0.444785607
1 vs. 1,0.656324068
1 vs. 1,0.552337858
1 vs. 1,0.600140056
1 vs. 1,0.719187675
1 vs. 1,0.807843137
1 vs. 1,0.704374057
1 vs. 1,0.704374057
1 vs. 1,0.761134454
1 vs. 1,0.790896359
1 vs. 1,0.534942182
1 vs. 1,0.732693077
1 vs. 1,0.71474359
1 vs. 1,0.740573152
1 vs. 1,0.717496229
1 vs. 1,0.64738203
1 vs. 1,0.816612799
1 vs. 1,0.698340875
1 vs. 1,0.622171946
1 vs. 1,0.819345687
1 vs. 1,0.759103641
1 vs. 1,0.68767507
1 vs. 1,0.601981352
1 vs. 1,0.678904429
